mon,pronunciation,pos,th
သၞံၚ်စာံပါ,ซะนองจามปา,น.,ดาวจำปา
သၞံၚ်စာံပါ,ซะนองจามปา,น.,ดาวประจำเมือง
သၞံၚ်စိၚ်,ซะนองเจิญ,น.,ดาวช้าง
သၞံၚ်တိုၚ်,ซะนองติาง,น.,ดาวเหนือ
သၞံၚ်တိုၚ်,ซะนองติาง,น.,ดาวหลัก
သၞံၚ်ဒဂုဲ,ซะนองแตฺ.กฺุย,น.,ดาวหาง
သၞး,ซะนะฮ,ก.,ตรวจพล
သၞး,ซะนะฮ,ก.,เกณฑ์
သၞးဗျူဟ,ซะนะแปฺ.ยฺูฮะ,ก.,ระดมพล
သၞးဗျူဟ,ซะนะแปฺ.ยฺูฮะ,ก.,รวบรวมพล
သၟက်,ซะมัก,ว.,เต็มใจ
သၟတ်,ซะมอด,ว.,เล็ก
သၟတ်,ซะมอด,ว.,จริง
သၟတ်,ซะมอด,ว.,แท้
သၟတ်ယဝ်ရှ,ซะมอดยฺอระ,ว.,ถ้าเป็นจริงแล้ว
သၟတ်ဟန်,ซะมอดฮอน,น.,ขยะมูลฝอย
သၟတ်ဟန်,ซะมอดฮอน,น.,เรื่องเหลวไหล
သၟဝ်,ซะมอ,บุพ.,ใต้
သၟဝ်,ซะมอ,บุพ.,ล่าง
သၟဝ်ကျာ,ซะมอกฺยา,น.,ทิศเหนือ
သၟဝ်တ္ၚဲ,ซะมอตะงัว,น.,เวลาเย็น
သၟဝ်တဲ,ซะมอตัว,ว.,ใต้บังคับบัญชา
သၟဝ်တဲ,ซะมอตัว,ว.,ในกำมือ
သၟဟ်,ซะมอ.ฮ,ว.,พร้อมเพรียง
သၟဟ်,ซะมอ.ฮ,ว.,กลมเกลียว
သၟဟ်,ซะมอ.ฮ,ว.,เสมอ
သၟဟ်,ซะมอ.ฮ,ว.,เท่าเทียม
သၟဟ်စိုတ်,ซะมอ.ฮจอด,ว.,พร้อมใจ
သၟဟ်စိုတ်,ซะมอ.ฮจอด,ว.,ตรงใจ
သၟဟ်ညဳ,ซะมอ.ฮญีฺ,ว.,ราบ
သၟဟ်ညဳ,ซะมอ.ฮญีฺ,ว.,ราบเสมอ
သၟဟ်ညဳ,ซะมอ.ฮญีฺ,ว.,เท่าเทียม
သၟဟ်ညဳ,ซะมอ.ฮญีฺ,ว.,พร้อมเพรียง
သၟဟ်တး,ซะมอ.ฮตะ,ว.,พร้อมเพรียง
သၟဟ်တး,ซะมอ.ฮตะ,ว.,กลมเกลียว
သၟဟ်တး,ซะมอ.ฮตะ,ว.,เท่าเทียม
သၟဟ်ရထ,ซะมอ.ฮแรฺ.ทะ,ว.,อาจ
သၟဟ်ရထ,ซะมอ.ฮแรฺ.ทะ,ว.,สามารถ
သၟဟ်သ္တး,ซะมอ.ฮสะตะฮ,ว.,พร้อมเพรียง
သၟဟ်သ္တး,ซะมอ.ฮสะตะฮ,ว.,กลมเกลียว
သၟဟ်သ္တး,ซะมอ.ฮสะตะฮ,ว.,เท่าเทียม
သၟဟ်သၟန်,ซะมอ.ฮซะมอน,ว.,สม่ำเสมอ
သၟဟ်သၟန်,ซะมอ.ฮซะมอน,ว.,พร้อมเพรียง
သၟဟ်သၟန်,ซะมอ.ฮซะมอน,ว.,สามัคคี
သၟာန်,ซะมาน,ก.,ถาม
သၟာန်သၟုက်,ซะมานซะเมิก,ก.,ถามไถ่
သၟာန်သၟုက်,ซะมานซะเมิก,ก.,สอบถาม
သၟာဲသမ,ซะมายซะมะ,ว.,เน่าเปื่อย
သၟိက်,ซะเมิจ,ว.,อยากจะ
သၟိၚ်,ซะเมิญ,น.,เจ้านาย
သၟိၚ်,ซะเมิญ,น.,เจ้าหน้าที่
သၟိၚ်,ซะเมิญ,น.,เจ้า
သၟိၚ်,ซะเมิญ,น.,ชนชั้นปกครอง
သၟိၚ်ဂစိုတ်,ซะเมิญแกฺ.จอด,น.,พระยามัจจุราช
သၟိၚ်ဇၞော်,ซะเมิญแจฺ.โนฺก,น.,ผู้เป็นใหญ่
သၟိၚ်ဇၞော်,ซะเมิญแจฺ.โนฺก,น.,เจ้าหน้าระดับหัวหน้า
သၟိၚ်ဇၞော်,ซะเมิญแจฺ.โนฺก,น.,หัวหน้าหน่วย
သၟိၚ်ဗျု,ซะเมิญปฺฺยุ,น.,ข้าราชการบำนาญ
သၟိၚ်ဗြီု,ซะเมิญเปฺฺริม,น.,พระพรหม
သၟိၚ်ဗဵု,ซะเมิญเปฺอ,น.,นายกอง
သၟိၚ်ဗဵု,ซะเมิญเปฺอ,น.,ผู้บัญชากองทหาร
သၟိၚ်ဗဵု,ซะเมิญเปฺอ,น.,ยาที่เป็นส่วนผสมหลัก
သၟိၚ်ယီု,ซะเมิญเยิฺม,น.,พระยายมราช
သၟိၚ်ဝၚ်စတုမရှာတ်ပန်,ซะเมิญแวฺงจะเตา.แมฺ.รฺาดปอน,น.,ท้าวจาตุมมหาราชทั้งสี่
သၟိၚ်အိန်,ซะเมิญอิน,น.,พระอินทร์
သၟိတ်,ซะมิด,ก.,สมมุติ
သၟိတ်,ซะมิด,ก.,แต่งตั้ง
သၟိပ်,ซะมิบ,น.,คาง
သၟိဟ်,ซะมิฮ,ว.,ที่เหลือ
သၟဳသၟပ်,ซะมอยซะมอบ,ว.,ซึ่งเชื่อได้
သၟဳသၟပ်,ซะมอยซะมอบ,ว.,แท้จริง
သၟုက်,ซะเมิก,ก.,ไต่ถาม
သၟုက်,ซะเมิก,ก.,สู่ขอ
သၟုက်,ซะเมิก,ก.,ทาบทาม
သၟုၚ်,ซะเมิง,ว.,คล้าย
သၟုၚ်,ซะเมิง,ว.,เหมือน
သၟုတ်,ซะมุด,น.,ข้าวพระ
သၟုဲ,ซะมุย,น.,ขวาก
သၟုဲကြန်,ซะมุยกฺรอน,ก.,กำหนด
သၟုဲကြန်,ซะมุยกฺรอน,ก.,แต่งตั้ง
သၟုဲလေၚ်,ซะมุยเลียง,ว.,วัยรุ่น
သၟုဲလေၚ်,ซะมุยเลียง,ว.,วัยกำดัด
သၟေ,ซะเม,น.,แสม
သၟောန်,ซะโมน,น.,ริม
သၟောန်,ซะโมน,น.,ขอบ
သၟောန်,ซะโมน,ว.,ริม
သၟောန်,ซะโมน,ว.,ขอบ
သၟောန်,ซะโมน,ว.,ข้าง
သၟောဝ်,ซะโม,บุพ.,ใต้
သၟောဝ်,ซะโม,บุพ.,ข้างล่าง
သၟံၚ်,ซะมอง,น.,แมลงชนิดที่อยู่ในไหปลาร้า
သၟး,ซะมะฮ,ว.,เปล่า
သၟး,ซะมะฮ,ว.,ว่าง
သၟးသၟး,ซะมะฮซะมะฮ,ว.,เปล่า ๆ
သၟးသၟး,ซะมะฮซะมะฮ,ว.,ว่าง ๆ
သြန်,ซอน,น.,เงิน
သြန်ဂဒေါမ်,ซอนแกฺ.โตฺม,น.,เงินปากผี
သြန်ဂဒေါမ်,ซอนแกฺ.โตฺม,น.,ค่าเรือข้ามฟาก
သြပ်,ซะรอบ,ก.,ทำให้ใกล้
သြပ်ဖ္ဍပ်,ซะรอบพะดอบ,ก.,ตบแต่ง
သြပ်ဖ္ဍပ်,ซะรอบพะดอบ,ก.,เรียบเรียง
သြပ်ဖ္ဍပ်,ซะรอบพะดอบ,ก.,ตระเตรียม
သြပ်ဖ္ဍပ်,ซะรอบพะดอบ,ก.,จัดแจง
သြဟ်ၛာဲ,ซอ.ฮชฺาย,ก.,ศึกษา
သြဟ်ၛာဲ,ซอ.ฮชฺาย,ก.,ท่องบ่น
သြဟ်ၛာဲ,ซอ.ฮชฺาย,ก.,สาธยาย
သြဟ်ပဝါ,ซอ.ฮปะวา,ก.,ออกพรรษา
သြဟ်ပဝါ,ซอ.ฮปะวา,ก.,ปวารณาออกพรรษา
သြာၚ်,ซาญ,น.,คูเมือง
သြာၚ်,ซาญ,น.,ทำนบ
သြာၚ်,ซาญ,น.,สนามเพลาะ
သြာတ်,ซาด,ก.,วิด(น้ำ)
သြာန်,ซาน,น.,ต้นรัก
သြာဲ,ซาย,ก.,จาก
သြာဲ,ซาย,ก.,ละ
သြာဲ,ซาย,ก.,พลัดพราก
သြာဲသ္ဍး,ซายซะดะฮ,ก.,ละจาก
သြာဲသ္ဍး,ซายซะดะฮ,ก.,พลัดพราก
သြာဲသ္ဍး,ซายซะดะฮ,ก.,แยกจาก
သြိတ်,ซะริด,ก.,รูด
သြဳ,ซอย,ว.,ศรี
သြဳ,ซอย,ว.,ดีงาม
သြဳ,ซอย,ว.,ศิริ
သြုၚ်,ซะเริง,ก.,ข้าม
သြုၚ်,ซะเริง,ก.,ผ่าน
သြုၚ်,ซะเริง,ก.,เว้น
သြုန်,ซุน,ก.,สูญ
သြုန်,ซุน,ก.,ทำให้หาย
သြေၚ်,ซะเรียง,น.,เปล
သြေၚ်ဇှ်,เซียงจฺอ.ฮ,ก.,ปวดหัวตัวร้อน
သြေၚ်ဇှ်,เซียงจฺอ.ฮ,ก.,เป็นไข้
သြေၚ်ပ္ဍီု,เซียงปะดาม,ว.,แม่น
သြေၚ်ပ္ဍီု,เซียงปะดาม,ว.,แท้
သြေၚ်ပ္ဍီု,เซียงปะดาม,ว.,เป็นจริง
သြေၚ်ပ္ဍီု,เซียงปะดาม,ว.,แท้จริง
သြေၚ်ပ္ဍီု,เซียงปะดาม,ว.,ไหม้
သြေၚ်ပ္ဍီု,เซียงปะดาม,ว.,เกรียม
သြေၚ်ဝဝ်,ซะเรียงวฺอ,น.,เปล
သြေၚ်ဝဝ်,ซะเรียงวฺอ,น.,วอ
သြေဲ,เซีย,น.,เครื่องดนตรีประเภทเป่า
သြေဲသြေဲ,เซียเซีย,ว.,มากมายก่ายกอง
သြေဲသြေဲ,เซียเซีย,ว.,มืดฟ้ามัวดิน
သြေဲသြေဲ,เซียเซีย,ว.,เยอะแยะ
သြော်,โซก,น.,ตรอกซอก
သြော်,โซก,น.,ซอย
သြောတ်,โซด,ก.,ดูด
သြောတ်,โซด,น.,ปูนผสมพร้อมฉาบ
သြောတ်,โซด,ก.,นัตถ์(ยา)
သြောတ်,โซด,น.,สังกะสี
သြောဝ်,โซ,ก.,หลอม
သြောဝ်,โซ,ก.,ละลาย
သြောဝ်,โซ,ก.,พุ่ง
သြောဝ်လာဲ,โซลฺาย,ก.,ละลาย
သြောံ,โซ.,น.,ข้าวเปลือก
သြောံခတက်,โซ.คะตัก,น.,ข้าวทำปลายฤดูฝน
သြောံခတက်,โซ.คะตัก,น.,ข้าวนาปรัง
သြောံဂျုၚ်,โซ.เกฺฺยิง,น.,ข้าวสาลี
သြောံဂန်,โซ.กฺอน,น.,ข้าวโพด
သြောံဇၞော်,โซ.แจฺ.โนฺก,น.,ข้าวหนัก
သြောံဇၞော်,โซ.แจฺ.โนฺก,น.,ข้าวนาปี
သြောံပလေၚ်,โซ.ปะลอญ,น.,ข้าวเหนียว
သြောံပလေၚ်လစံက်,โซ.ปะลอญแลฺ.จอก,น.,ข้าวเหนียวดำ
သြောံပလေၚ်ၜဲ,โซ.ปะลอญบัว,น.,ข้าวเหนียวแดง
သြောံပၠံၚ်ဆပ်,โซ.ปฺลองชอบ,น.,ข้าวฟ่าง
သြောံလိုၚ်,โซ.ลฺิาง,น.,ฟ่อนข้าว
သြောံအဝါဲ,โซ.อะวฺาย,น.,ข้าวปลูกนอกฤดู ข้าวหล้า
သြောံအိဗြာတ်,โซ.อิปฺฺราด,น.,ข้าวนาลุ่ม
သြောံအိသေံ,โซ.อิเซม,น.,ข้าวฟ่าง
သြံက်,ซอก,ก.,สวม
သြံက်,ซอก,ก.,ใส่
သြံက်,ซอก,ก.,ปัก
သြံက်,ซอก,ก.,ปอก
သြံက်,ซอก,ก.,ลอก
သြံက်ဗ္ဒဝ်,ซอกแปฺ.ตฺอ,ก.,ปัก
သြံက်ဗ္ဒဝ်,ซอกแปฺ.ตฺอ,ก.,กาง
သြံက်ဗ္ဒဝ်,ซอกแปฺ.ตฺอ,ก.,สวม
သြး,ซะฮ,ก.,ซ้อม
သြး,ซะฮ,ก.,ตำ(ข้าว)
သြးဂွု,ซะฮกฺฺวุ,ว.,ขาวสะอาด
သြးဂွု,ซะฮกฺฺวุ,ว.,สะอาดหมดจด
သြိုၚ်,ซิาง,ก.,ปลูก เช่น  သြိုၚ်သ္ၚိ ปลูกบ้าน
သြိုၚ်,ซิาง,ก.,สร้าง
သြိုၚ်ပ္တန်,ซิางปะตอน,ก.,ประดิษฐาน
သြိုၚ်ပ္တန်,ซิางปะตอน,ก.,ก่อตั้ง
သြိုတ်,ซอด,น.,ผ้าทาบ
သြိုတ်,ซอด,น.,ผ้าคลุมอก
သြီု,ซะราม,น.,โคลน
သြီု,ซาม,ก.,ช่วยเหลือ
သြိုဟ်,ซอ.ฮ,น.,อก
သြိုဟ်ဗ,ซอ.ฮแปฺ.,ก.,แน่นหน้าอก
သၠ,ซะละ,น.,ใบ
သၠကတောဝ်,ซะละกะโต,น.,ใบหู
သၠကၞေၚ်ရတ်,ซะละกะเนียงรฺอด,น.,ใบสันพร้าหอม
သၠဂၠာံ,ซะละกฺฺลาม,น.,ใบชงโค
သၠဇေဝ်,ซะละเจฺ,น.,ใบสีเสียด
သၠတရၚ်,ซะละตะรัง,น.,บานประตู
သၠတာထဝ်,ซะละตาทอ,น.,ตู้มหูชุบทองเป็นรูปกระบอกตัด
သၠတာထဝ်,ซะละตาทอ,น.,ใบตาลทอง
သၠဒကေဝ်,ซะละแตฺ.เก,น.,ตาชั่ง
သၠဒကေဝ်,ซะละแตฺ.เก,น.,ตาเตง
သၠဒညောဝ်,ซะละแตฺโญฺ,น.,ใบโคนทิสอ
သၠနောန်,ซะละโนฺน,น.,กระถิน
သၠပတ်,ซะละปอด,น.,ใบลาน
သၠပတ်စေဝ်,ซะละปอดเจ,น.,สันพร้าหอม
သၠဖဍာန်,ซะละพะดาน,น.,เพดาน
